17.0,53.0,17.0
16.0,52.0,17.0
16.0,52.0,17.0
15.0,50.0,17.0
15.0,51.0,17.0
15.0,49.0,17.0
15.0,47.0,17.0
14.0,46.0,16.0
14.0,47.0,17.0
13.0,47.0,17.0
13.0,45.0,17.0
13.0,45.0,17.0
13.0,45.0,17.0
14.0,43.0,17.0
15.0,43.0,17.0
15.0,40.0,16.0
14.0,42.0,17.0
15.0,40.0,17.0
14.0,37.0,17.0
14.0,41.0,17.0
14.0,41.0,17.0
14.0,43.0,17.0
14.0,41.0,16.0
15.0,43.0,17.0
15.0,43.0,17.0
16.0,49.0,17.0
17.0,48.0,19.0
20.0,56.0,17.0
24.0,54.0,17.0
23.0,53.0,17.0
32.0,58.0,18.0
42.0,56.0,17.0
45.0,56.0,17.0
48.0,53.0,17.0
62.0,55.0,15.0
71.0,57.0,18.0
69.0,56.0,18.0
74.0,60.0,17.0
72.0,62.0,18.0
81.0,63.0,17.0
79.0,60.0,18.0
80.0,65.0,18.0
80.0,65.0,18.0
78.0,67.0,17.0
74.0,74.0,17.0
71.0,74.0,17.0
71.0,77.0,19.0
69.0,79.0,19.0
67.0,82.0,19.0
63.0,84.0,19.0
59.0,84.0,20.0
56.0,90.0,19.0
56.0,92.0,18.0
57.0,95.0,19.0
53.0,95.0,17.0
49.0,95.0,19.0
46.0,96.0,19.0
43.0,99.0,20.0
41.0,97.0,35.0
39.0,92.0,62.0
37.0,89.0,85.0
36.0,93.0,116.0
35.0,100.0,135.0
32.0,110.0,151.0
31.0,119.0,163.0
28.0,125.0,164.0
27.0,155.0,195.0
26.0,152.0,192.0
24.0,148.0,196.0
23.0,144.0,190.0
22.0,139.0,186.0
21.0,134.0,180.0
23.0,136.0,169.0
20.0,131.0,159.0
19.0,146.0,147.0
19.0,160.0,137.0
31.0,163.0,156.0
37.0,158.0,158.0
36.0,171.0,169.0
34.0,169.0,160.0
32.0,159.0,152.0
37.0,154.0,142.0
45.0,142.0,136.0
56.0,132.0,129.0
67.0,122.0,125.0
74.0,118.0,117.0
80.0,115.0,112.0
85.0,115.0,105.0
87.0,113.0,100.0
84.0,124.0,95.0
78.0,136.0,93.0
74.0,134.0,97.0
68.0,127.0,93.0
64.0,120.0,88.0
59.0,111.0,82.0
57.0,108.0,77.0
54.0,102.0,73.0
50.0,97.0,70.0
47.0,95.0,69.0
44.0,90.0,65.0
41.0,84.0,62.0
39.0,79.0,62.0
37.0,76.0,60.0
35.0,73.0,59.0
33.0,71.0,56.0
31.0,67.0,56.0
29.0,67.0,59.0
27.0,65.0,57.0
26.0,62.0,54.0
25.0,59.0,51.0
24.0,57.0,49.0
22.0,56.0,47.0
21.0,54.0,45.0
21.0,52.0,43.0
20.0,51.0,43.0
19.0,49.0,41.0
18.0,48.0,40.0
18.0,45.0,38.0
17.0,45.0,37.0
16.0,45.0,36.0
17.0,45.0,34.0
16.0,44.0,33.0
15.0,46.0,31.0
15.0,45.0,31.0
14.0,47.0,30.0
14.0,46.0,29.0
14.0,45.0,28.0
13.0,45.0,27.0
13.0,43.0,26.0
13.0,44.0,26.0
12.0,45.0,25.0
12.0,44.0,24.0
12.0,43.0,24.0
12.0,42.0,24.0
12.0,43.0,24.0
11.0,41.0,23.0
11.0,39.0,23.0
11.0,39.0,22.0
10.0,40.0,22.0
11.0,39.0,22.0
11.0,38.0,21.0
11.0,37.0,21.0
10.0,36.0,21.0
10.0,35.0,20.0
10.0,34.0,20.0
10.0,33.0,20.0
10.0,32.0,20.0
10.0,31.0,20.0
10.0,30.0,19.0
10.0,28.0,19.0
10.0,28.0,20.0
10.0,27.0,19.0
10.0,26.0,19.0
10.0,25.0,19.0
10.0,25.0,19.0
10.0,25.0,19.0
10.0,24.0,18.0
10.0,24.0,19.0
10.0,23.0,18.0
10.0,22.0,18.0
10.0,22.0,18.0
9.0,22.0,18.0
10.0,23.0,18.0
10.0,25.0,18.0
10.0,25.0,18.0
9.0,25.0,18.0
10.0,24.0,18.0
10.0,24.0,18.0
9.0,23.0,18.0
9.0,23.0,18.0
10.0,22.0,17.0
9.0,23.0,16.0
9.0,21.0,17.0
9.0,21.0,18.0
10.0,23.0,18.0
9.0,22.0,18.0
10.0,22.0,18.0
10.0,21.0,18.0
10.0,21.0,18.0
10.0,20.0,18.0
10.0,20.0,18.0
9.0,20.0,17.0
10.0,20.0,17.0
9.0,21.0,17.0
9.0,20.0,18.0
9.0,20.0,17.0
9.0,20.0,18.0
