16.0,116.0,33.0
14.0,121.0,33.0
15.0,118.0,32.0
17.0,132.0,31.0
21.0,136.0,29.0
21.0,156.0,31.0
20.0,157.0,32.0
21.0,151.0,31.0
23.0,140.0,30.0
24.0,136.0,29.0
23.0,133.0,32.0
23.0,127.0,31.0
26.0,126.0,30.0
28.0,117.0,29.0
32.0,111.0,29.0
32.0,110.0,28.0
33.0,106.0,27.0
33.0,104.0,26.0
34.0,99.0,25.0
34.0,102.0,25.0
35.0,100.0,25.0
32.0,113.0,24.0
34.0,108.0,23.0
32.0,104.0,23.0
31.0,104.0,23.0
29.0,100.0,22.0
29.0,97.0,20.0
31.0,101.0,21.0
32.0,102.0,21.0
33.0,104.0,21.0
32.0,105.0,21.0
30.0,104.0,20.0
31.0,97.0,20.0
29.0,93.0,20.0
28.0,89.0,20.0
27.0,87.0,20.0
26.0,85.0,20.0
25.0,85.0,19.0
24.0,85.0,19.0
24.0,86.0,19.0
24.0,88.0,19.0
23.0,85.0,19.0
37.0,87.0,19.0
40.0,91.0,19.0
48.0,91.0,19.0
45.0,90.0,19.0
45.0,87.0,19.0
44.0,88.0,18.0
51.0,91.0,19.0
51.0,89.0,19.0
52.0,94.0,20.0
51.0,101.0,20.0
48.0,107.0,20.0
45.0,103.0,20.0
41.0,103.0,20.0
38.0,103.0,20.0
36.0,106.0,20.0
34.0,110.0,19.0
32.0,115.0,19.0
30.0,121.0,19.0
28.0,125.0,19.0
26.0,136.0,29.0
28.0,141.0,127.0
28.0,141.0,155.0
27.0,136.0,156.0
25.0,153.0,169.0
28.0,160.0,198.0
29.0,160.0,229.0
27.0,155.0,246.0
27.0,156.0,245.0
31.0,149.0,274.0
32.0,154.0,254.0
31.0,168.0,242.0
36.0,160.0,237.0
53.0,158.0,253.0
57.0,155.0,255.0
71.0,150.0,236.0
90.0,152.0,217.0
115.0,144.0,201.0
124.0,138.0,185.0
116.0,128.0,170.0
105.0,119.0,156.0
96.0,110.0,145.0
92.0,105.0,141.0
85.0,105.0,131.0
80.0,101.0,124.0
74.0,96.0,121.0
69.0,96.0,115.0
64.0,97.0,108.0
59.0,98.0,102.0
55.0,101.0,95.0
52.0,104.0,89.0
48.0,103.0,85.0
46.0,99.0,84.0
46.0,104.0,84.0
45.0,98.0,79.0
45.0,96.0,76.0
48.0,96.0,75.0
53.0,94.0,71.0
56.0,92.0,67.0
59.0,89.0,63.0
60.0,85.0,60.0
60.0,83.0,57.0
59.0,81.0,54.0
57.0,77.0,52.0
55.0,79.0,50.0
53.0,77.0,47.0
52.0,78.0,45.0
51.0,77.0,43.0
51.0,79.0,42.0
53.0,82.0,40.0
55.0,81.0,38.0
58.0,81.0,37.0
62.0,82.0,36.0
64.0,81.0,35.0
66.0,79.0,34.0
71.0,80.0,32.0
77.0,81.0,31.0
82.0,82.0,30.0
84.0,78.0,30.0
86.0,78.0,29.0
90.0,81.0,28.0
92.0,80.0,27.0
92.0,80.0,26.0
93.0,80.0,26.0
93.0,78.0,26.0
93.0,79.0,25.0
92.0,79.0,24.0
92.0,80.0,24.0
93.0,80.0,24.0
92.0,81.0,23.0
90.0,79.0,23.0
90.0,78.0,23.0
88.0,79.0,22.0
87.0,78.0,21.0
85.0,78.0,21.0
84.0,81.0,21.0
82.0,82.0,20.0
81.0,85.0,20.0
81.0,87.0,20.0
81.0,88.0,20.0
81.0,94.0,20.0
79.0,93.0,19.0
77.0,93.0,19.0
77.0,94.0,21.0
79.0,93.0,19.0
79.0,94.0,20.0
79.0,95.0,19.0
80.0,96.0,18.0
80.0,96.0,19.0
79.0,97.0,19.0
79.0,98.0,19.0
79.0,100.0,19.0
81.0,101.0,18.0
81.0,101.0,19.0
81.0,102.0,18.0
82.0,102.0,18.0
80.0,102.0,18.0
80.0,103.0,18.0
80.0,103.0,18.0
79.0,101.0,18.0
77.0,101.0,17.0
77.0,103.0,18.0
77.0,101.0,18.0
75.0,99.0,18.0
75.0,98.0,18.0
76.0,99.0,17.0
76.0,99.0,18.0
76.0,98.0,18.0
76.0,99.0,18.0
76.0,101.0,18.0
77.0,101.0,18.0
76.0,102.0,18.0
76.0,103.0,17.0
74.0,103.0,18.0
72.0,102.0,17.0
72.0,103.0,17.0
71.0,103.0,18.0
70.0,103.0,17.0
69.0,101.0,17.0
70.0,102.0,18.0
69.0,104.0,17.0
68.0,100.0,18.0
68.0,99.0,17.0
68.0,98.0,17.0
68.0,97.0,18.0
66.0,96.0,17.0
65.0,96.0,17.0
65.0,96.0,17.0
65.0,95.0,17.0
64.0,94.0,17.0
63.0,93.0,17.0
63.0,93.0,17.0
61.0,92.0,17.0
60.0,89.0,17.0
60.0,89.0,17.0
61.0,88.0,17.0
60.0,87.0,17.0
60.0,87.0,17.0
61.0,87.0,17.0
55.0,31.0,17.0
58.0,31.0,17.0
57.0,31.0,17.0
59.0,31.0,17.0
58.0,32.0,17.0
54.0,33.0,17.0
53.0,34.0,17.0
52.0,33.0,17.0
53.0,32.0,17.0
50.0,31.0,17.0
47.0,33.0,17.0
49.0,32.0,17.0
50.0,33.0,17.0
82.0,37.0,17.0
88.0,37.0,17.0
90.0,36.0,17.0
85.0,37.0,18.0
94.0,39.0,17.0
141.0,39.0,17.0
157.0,47.0,17.0
162.0,48.0,17.0
157.0,52.0,15.0
152.0,49.0,17.0
153.0,53.0,17.0
147.0,53.0,17.0
147.0,55.0,17.0
148.0,59.0,17.0
142.0,60.0,17.0
139.0,62.0,17.0
151.0,62.0,17.0
164.0,73.0,18.0
154.0,77.0,18.0
151.0,74.0,17.0
150.0,77.0,18.0
139.0,86.0,18.0
128.0,88.0,19.0
117.0,90.0,18.0
108.0,91.0,18.0
100.0,94.0,18.0
91.0,94.0,18.0
85.0,94.0,18.0
79.0,98.0,17.0
73.0,102.0,18.0
68.0,100.0,18.0
63.0,98.0,40.0
59.0,96.0,47.0
55.0,92.0,46.0
52.0,95.0,44.0
49.0,107.0,105.0
46.0,114.0,154.0
42.0,122.0,146.0
41.0,126.0,215.0
39.0,129.0,240.0
36.0,139.0,235.0
33.0,134.0,223.0
30.0,128.0,213.0
29.0,145.0,206.0
27.0,147.0,224.0
26.0,146.0,214.0
24.0,147.0,210.0
23.0,138.0,206.0
22.0,138.0,206.0
26.0,128.0,225.0
38.0,119.0,234.0
51.0,111.0,224.0
59.0,104.0,207.0
64.0,97.0,191.0
64.0,91.0,178.0
59.0,88.0,166.0
56.0,86.0,156.0
63.0,83.0,152.0
75.0,80.0,147.0
91.0,74.0,137.0
103.0,71.0,130.0
118.0,71.0,121.0
133.0,72.0,116.0
147.0,79.0,111.0
161.0,88.0,111.0
172.0,96.0,107.0
172.0,105.0,100.0
160.0,110.0,94.0
148.0,103.0,86.0
134.0,101.0,80.0
123.0,106.0,78.0
117.0,114.0,76.0
113.0,123.0,87.0
106.0,127.0,88.0
98.0,128.0,82.0
91.0,128.0,77.0
86.0,124.0,73.0
82.0,119.0,69.0
78.0,114.0,65.0
74.0,107.0,61.0
71.0,99.0,58.0
65.0,95.0,57.0
62.0,90.0,53.0
59.0,89.0,50.0
55.0,89.0,48.0
52.0,89.0,47.0
48.0,93.0,43.0
45.0,93.0,42.0
42.0,96.0,40.0
40.0,96.0,37.0
37.0,99.0,38.0
35.0,98.0,37.0
33.0,101.0,36.0
31.0,103.0,37.0
30.0,102.0,37.0
28.0,105.0,34.0
27.0,105.0,37.0
27.0,100.0,35.0
29.0,99.0,34.0
31.0,96.0,33.0
33.0,92.0,31.0
34.0,89.0,30.0
37.0,86.0,30.0
39.0,85.0,29.0
39.0,83.0,28.0
40.0,82.0,28.0
40.0,82.0,27.0
39.0,82.0,27.0
38.0,84.0,32.0
37.0,82.0,31.0
37.0,82.0,33.0
36.0,83.0,32.0
34.0,83.0,33.0
33.0,83.0,32.0
34.0,84.0,31.0
34.0,83.0,31.0
33.0,83.0,29.0
33.0,82.0,28.0
33.0,82.0,28.0
32.0,81.0,27.0
31.0,80.0,26.0
31.0,79.0,26.0
31.0,79.0,26.0
30.0,77.0,25.0
29.0,75.0,24.0
29.0,73.0,24.0
29.0,72.0,24.0
27.0,71.0,23.0
26.0,69.0,25.0
25.0,68.0,24.0
24.0,67.0,30.0
23.0,66.0,30.0
22.0,66.0,29.0
22.0,66.0,28.0
21.0,66.0,28.0
20.0,64.0,27.0
19.0,64.0,26.0
19.0,64.0,25.0
18.0,66.0,25.0
17.0,63.0,25.0
17.0,62.0,24.0
16.0,62.0,24.0
16.0,61.0,23.0
15.0,61.0,23.0
15.0,61.0,22.0
15.0,61.0,24.0
14.0,61.0,24.0
14.0,60.0,23.0
14.0,61.0,23.0
13.0,61.0,23.0
13.0,61.0,22.0
13.0,61.0,22.0
13.0,60.0,21.0
12.0,61.0,21.0
11.0,60.0,21.0
11.0,60.0,21.0
12.0,60.0,20.0
11.0,59.0,20.0
11.0,58.0,20.0
11.0,57.0,19.0
11.0,57.0,19.0
11.0,57.0,19.0
11.0,56.0,19.0
11.0,55.0,19.0
10.0,55.0,19.0
10.0,53.0,19.0
10.0,52.0,19.0
10.0,51.0,19.0
10.0,51.0,19.0
10.0,51.0,19.0
11.0,50.0,18.0
10.0,50.0,18.0
10.0,50.0,18.0
10.0,49.0,18.0
10.0,47.0,18.0
10.0,46.0,18.0
10.0,46.0,18.0
10.0,45.0,18.0
10.0,44.0,17.0
10.0,43.0,18.0
10.0,43.0,17.0
10.0,42.0,18.0
10.0,41.0,17.0
10.0,41.0,18.0
10.0,41.0,17.0
10.0,39.0,18.0
10.0,39.0,18.0
100.0,50.0,17.0
145.0,49.0,17.0
155.0,50.0,17.0
